Class Index,Title,Description,desc_length,clean_desc
1,French court to rule on Sikh boys,A French court will rule on whether a new law bans three Sikh boys from wearing the under-turban to school.,20,french court rule whether new law ban three sikh boy wear underturban school
2,Ailing Tiger Two Back at American Express (AP),"AP - Tiger Woods hardly looked like himself until a painful first round at the American Express Championship was over and he signed for a 4-under 68, two shots out of the lead at a tournament he has won the last two years.",43,ap tiger wood hardli look like pain first round american express championship sign 4under 68 two shot lead tournament last two year
2,( 3) Miami 41 (18) Louisville 38,MIAMI Frank Gore scored the winning touchdown on a one-yard run with 49 seconds left as third-ranked Miami rallied to beat number-18 Louisville 41-to-38 at the Orange Bowl.,28,miami frank gore score win touchdown oneyard run 49 second left thirdrank miami ralli beat number18 louisvil 41to38 orang bowl
4,iPod: How Long Will It Reign?,"You don #39;t have to look around for long to see that Apple #39;s (AAPL ; S amp;P investment rank, 3 STARS, hold; recent price, \$67.21) iPod digital music player has made waves in pop culture.",36,39t look around long see appl 39 aapl ampp invest rank 3 star hold recent price 6721 ipod digit music player made wave pop cultur
1,"Report: Egypt brokers Israeli-Palestinian cease-fire, peace &lt;b&gt;...&lt;/b&gt;","The official news agency of Egypt says leaders there have reached an understanding with Israel, the Palestinians, the United States and Europe.",22,offici news agenc egypt say leader reach understand israel palestinian unit state europ
1,Mortars Mark Opening of Iraqi Political Conference," BAGHDAD (Reuters) - Insurgents fired mortars at a meeting  where Iraqi leaders met to pick an interim national assembly  Sunday, killing at least two people in a grim reminder of the  country's tortured path toward democracy.",36,baghdad reuter insurg fire mortar meet iraqi leader met pick interim nation assembl sunday kill least two peopl grim remind countri tortur path toward democraci
1,N.Korea May Be Preparing Missile Launch-Paper (Reuters),"Reuters - The United States and Japan have detected\signs that North Korea is preparing to launch a ballistic\missile that could hit almost all of Japan, a Japanese\newspaper said on Thursday.",30,reuter unit state japan detectedsign north korea prepar launch ballisticmissil could hit almost japan japanesenewspap said thursday
1,Earnings of Electronics Makers Improve (AP),"AP - Two Japanese electronics makers reported improved fiscal first-half earnings Friday, with profits at Hitachi Ltd. surging nearly eight-fold, while Toshiba Corp. rebounded to profitability from a loss the previous year.",32,ap two japanes electron maker report improv fiscal firsthalf earn friday profit hitachi ltd surg nearli eightfold toshiba corp rebound profit loss previou year
3,"When Spitzer Speaks, Insurers Take Note",A financial industry that had grown comfortable with its regulators is reeling after the New York state attorney general filed charges of wrongdoing and denounced practices that the industry - and its regulators - had viewed as acceptable.,38,financi industri grown comfort regul reel new york state attorney gener file charg wrongdo denounc practic industri regul view accept
4,Game publisher Acclaim on verge of bankruptcy?,"Financially troubled game publisher Acclaim Entertainment was expected to file for Chapter 7 bankruptcy protection this week, after laying off more than 600 employees, according to sources closes to the company #39;s management.",33,financi troubl game publish acclaim entertain expect file chapter 7 bankruptci protect week lay 600 employe accord sourc close compani 39 manag
2,US junior rider wins silver at cycling worlds,"Rebecca Much of the United States won the silver medal in the junior time trial Monday at the road cycling world championships. Tereza Hurikova of the Czech Republic was the winner, following her bronze medal on a mountain bike Sept.",40,rebecca much unit state silver medal junior time trial monday road cycl world championship tereza hurikova czech republ winner follow bronz medal mountain bike sept
2,Cardiff to host FA Cup semi-finals,"Cardiffs Millennium Stadium will host this seasons FA Cup semi-finals as well as the final. It will be the first time the venue has hosted the semi-finals, with Old Trafford and Villa Park having been favoured in recent years.",39,cardiff millennium stadium host season fa cup semifin well final first time venu host semifin old trafford villa park favour recent year
1,Two charged in hijacking bus; government tries to avoid backlash &lt;b&gt;...&lt;/b&gt;,"ATHENS, Greece Formal charges, and an appeal for calm. They #39;re the latest developments in the arrests of two Albanian immigrants charged with staging an 18-hour bus hijacking and hostage siege in Athens.",33,athen greec formal charg appeal calm 39re latest develop arrest two albanian immigr charg stage 18hour bu hijack hostag sieg athen
4,Moon gas could meet earth #39;s energy demands,"A potential gas source found on the moon #39;s surface could hold the key to meeting future energy demands as the earth #39;s fossil fuels dry up in the coming decades, scientists said.",33,potenti ga sourc found moon 39 surfac could hold key meet futur energi demand earth 39 fossil fuel dri come decad scientist said
1,Reports: Blasts Rock Madrid Gas Stations,"MADRID, Spain - Spanish media are reporting that at least one explosion -- and possibly as many as four blasts -- have gone off in Madrid following a warning from a Basque (search) group.",34,madrid spain spanish media report least one explos possibl mani four blast gone madrid follow warn basqu search group
2,End of Series will bring a lot of questions,"Now what? Was winning the World Series truly the last hurrah for franchise players Pedro Martinez and Jason Varitek and more than a dozen teammates, including Derek Lowe and Orlando Cabrera , who are eligible for free agency?",38,win world seri truli last hurrah franchis player pedro martinez jason varitek dozen teammat includ derek low orlando cabrera elig free agenc
4,Google Shares Jump 18 In NASDAQ Debut,"Google Shares Jump 18 In NASDAQ Debut\\Google stock shares rose 18 percent in their NASDAQ stock market debut yesterday, after a scaled-down \$1.67 billion IPO marked by missteps and lackluster market conditions. Google co-founder Larry Page and chief executive Eric Schmidt showed up at the Nasdaq stock market as Google ...",51,googl share jump 18 nasdaq debutgoogl stock share rose 18 percent nasdaq stock market debut yesterday scaleddown 167 billion ipo mark misstep lacklust market condit googl cofound larri page chief execut eric schmidt show nasdaq stock market googl
1,Palestinians won #39;t bring anti-Israel draft to General Assembly,The Palestinians have decided not to bring a draft resolution condemning Israel #39;s military operation in the northern Gaza ,19,palestinian decid bring draft resolut condemn israel 39 militari oper northern gaza
2,EAGLES TAKE OFF AT LAST,PALACE #39;S leading goal-scorer Andy Johnson was jubilant last night after giving the Eagles Premiership lift-off. The Selhurst Park forward drew first blood eight minutes after half-time with his fifth league goal of the season.,35,palac 39 lead goalscor andi johnson jubil last night give eagl premiership liftoff selhurst park forward drew first blood eight minut halftim fifth leagu goal season
1,Car explodes in  quot;act of sabotage quot; in Damascus,"DAMASCUS, Dec 13 (AFP) - A car belonging to a Palestinian exploded in a residential district of Damascus on Monday, in what the Syrian authorities said was an  quot;act of sabotage.",31,damascu dec 13 afp car belong palestinian explod residenti district damascu monday syrian author said quotact sabotag
1,Sinai bombs toll rises to 11,"THE number of Israelis killed in a series of deadly bombings in Egypt #39;s Sinai peninsula rose to 11 today after four more victims were identified, including two children, Israel police said.",32,number isra kill seri deadli bomb egypt 39 sinai peninsula rose 11 today four victim identifi includ two children israel polic said
1,"In Sudan, No Clear Difference Between Arab and African","The Darfur crisis has laid bare an unspoken Arab-African fault line that runs from Mauritania in the west, to Sudan in the east.",23,darfur crisi laid bare unspoken arabafrican fault line run mauritania west sudan east
